AQICN_URL,country,city,street,latitude,longitude
https://api.waqi.info/feed/A56884,austria,vienna,schottenfeldgasse,48.200458,16.343257
https://aqicn.org/station/@64843/,austria,vienna,webgasse,48.19421779464451,16.345963210182468
